Subjects,Triples,mps,Kafka_in,Kafka_out,End_time
1,2,200,1755171373152,1755171373175.073,1755171373175.662
1,2,200,1755171373164,1755171373182.543,1755171373182.9739
1,2,200,1755171373172,1755171373193.386,1755171373193.9058
1,2,200,1755171373181,1755171373201.736,1755171373202.158
1,2,200,1755171373190,1755171373208.6511,1755171373209.0107
1,2,200,1755171373199,1755171373217.849,1755171373218.2012
1,2,200,1755171373207,1755171373225.5051,1755171373225.761
1,2,200,1755171373214,1755171373231.2761,1755171373231.6292
1,2,200,1755171373223,1755171373238.301,1755171373238.583
1,2,200,1755171373230,1755171373244.0432,1755171373244.774
1,2,200,1755171373237,1755171373250.706,1755171373250.997
1,2,200,1755171373244,1755171373256.2493,1755171373256.587
1,2,200,1755171373251,1755171373263.654,1755171373263.916
1,2,200,1755171373259,1755171373269.154,1755171373269.4211
1,2,200,1755171373268,1755171373277.2732,1755171373277.616
1,2,200,1755171373275,1755171373284.1711,1755171373284.491
1,2,200,1755171373283,1755171373293.2688,1755171373293.5889
1,2,200,1755171373290,1755171373300.1921,1755171373300.49
1,2,200,1755171373301,1755171373308.5818,1755171373309.1929
1,2,200,1755171373307,1755171373359.2917,1755171373359.7878
1,2,200,1755171373316,1755171373378.83,1755171373379.153
1,2,200,1755171373367,1755171373385.103,1755171373385.4102
1,2,200,1755171373383,1755171373390.6638,1755171373391.1682
1,2,200,1755171373391,1755171373400.289,1755171373400.6191
1,2,200,1755171373397,1755171373406.354,1755171373406.573
1,2,200,1755171373404,1755171373413.341,1755171373413.6619
1,2,200,1755171373412,1755171373420.44,1755171373420.7842
1,2,200,1755171373421,1755171373428.744,1755171373429.0417
1,2,200,1755171373431,1755171373436.58,1755171373436.88
1,2,200,1755171373442,1755171373444.706,1755171373445.028
1,2,200,1755171373450,1755171373452.917,1755171373453.334
1,2,200,1755171373459,1755171373462.15,1755171373462.464
1,2,200,1755171373466,1755171373469.7212,1755171373470.024
1,2,200,1755171373476,1755171373478.575,1755171373478.882
1,2,200,1755171373486,1755171373488.532,1755171373488.864
1,2,200,1755171373493,1755171373498.005,1755171373498.2842
1,2,200,1755171373502,1755171373507.445,1755171373507.736
1,2,200,1755171373511,1755171373514.5652,1755171373514.84
1,2,200,1755171373520,1755171373521.908,1755171373522.207
1,2,200,1755171373527,1755171373529.4932,1755171373529.7598
1,2,200,1755171373535,1755171373537.525,1755171373538.008
1,2,200,1755171373544,1755171373547.967,1755171373548.3147
1,2,200,1755171373554,1755171373555.903,1755171373556.287
1,2,200,1755171373563,1755171373567.601,1755171373567.947
1,2,200,1755171373574,1755171373579.613,1755171373580.142
1,2,200,1755171373587,1755171373588.0662,1755171373588.376
1,2,200,1755171373594,1755171373597.967,1755171373598.295
1,2,200,1755171373611,1755171373647.231,1755171373647.5032
1,2,200,1755171373641,1755171373652.373,1755171373652.8079
1,2,200,1755171373651,1755171373659.747,1755171373660.085
1,2,200,1755171373658,1755171373665.98,1755171373666.2642
1,2,200,1755171373666,1755171373672.862,1755171373673.147
1,2,200,1755171373675,1755171373681.834,1755171373682.134
1,2,200,1755171373684,1755171373688.384,1755171373688.67
1,2,200,1755171373692,1755171373695.062,1755171373695.3372
1,2,200,1755171373700,1755171373702.424,1755171373702.754
1,2,200,1755171373709,1755171373710.686,1755171373711.0432
1,2,200,1755171373718,1755171373719.479,1755171373719.798
1,2,200,1755171373725,1755171373726.581,1755171373726.895
1,2,200,1755171373732,1755171373733.935,1755171373734.2222
1,2,200,1755171373740,1755171373741.223,1755171373741.5317
1,2,200,1755171373746,1755171373747.678,1755171373747.9429
1,2,200,1755171373752,1755171373754.496,1755171373754.777
1,2,200,1755171373759,1755171373761.537,1755171373761.821
1,2,200,1755171373766,1755171373768.055,1755171373768.328
1,2,200,1755171373773,1755171373775.886,1755171373776.182
1,2,200,1755171373782,1755171373784.691,1755171373785.035
1,2,200,1755171373790,1755171373792.127,1755171373792.4448
1,2,200,1755171373798,1755171373799.457,1755171373799.7498
1,2,200,1755171373805,1755171373807.029,1755171373807.303
1,2,200,1755171373813,1755171373814.724,1755171373815.157
1,2,200,1755171373820,1755171373821.566,1755171373821.8647
1,2,200,1755171373828,1755171373829.802,1755171373830.0723
1,2,200,1755171373835,1755171373836.528,1755171373836.863
1,2,200,1755171373843,1755171373845.117,1755171373845.455
1,2,200,1755171373850,1755171373853.529,1755171373853.854
1,2,200,1755171373858,1755171373863.453,1755171373863.786
1,2,200,1755171373868,1755171373870.442,1755171373871.1118
1,2,200,1755171373876,1755171373878.819,1755171373879.092
1,2,200,1755171373884,1755171373885.8381,1755171373886.161
1,2,200,1755171373892,1755171373895.644,1755171373895.9219
1,2,200,1755171373900,1755171373902.1592,1755171373902.427
1,2,200,1755171373909,1755171373910.868,1755171373911.16
1,2,200,1755171373918,1755171373919.398,1755171373919.6858
1,2,200,1755171373924,1755171373926.15,1755171373926.7058
1,2,200,1755171373931,1755171373932.643,1755171373932.961
1,2,200,1755171373937,1755171373939.421,1755171373939.7068
1,2,200,1755171373945,1755171373946.534,1755171373946.815
1,2,200,1755171373954,1755171373954.945,1755171373955.232
1,2,200,1755171373960,1755171373961.9739,1755171373962.281
1,2,200,1755171373967,1755171373968.8801,1755171373969.1892
1,2,200,1755171373974,1755171373976.533,1755171373976.9568
1,2,200,1755171373983,1755171373984.668,1755171373984.961
1,2,200,1755171373989,1755171373991.106,1755171373991.374
1,2,200,1755171373996,1755171373997.506,1755171373997.7852
1,2,200,1755171374002,1755171374004.373,1755171374004.7559
1,2,200,1755171374011,1755171374013.043,1755171374013.3591
1,2,200,1755171374020,1755171374021.677,1755171374022.0
1,2,200,1755171374027,1755171374030.108,1755171374030.4373
1,2,200,1755171374038,1755171374040.2,1755171374040.516
1,2,200,1755171374047,1755171374048.6392,1755171374048.884
1,2,200,1755171374055,1755171374056.16,1755171374056.3992
1,2,200,1755171374061,1755171374062.4058,1755171374062.645
1,2,200,1755171374069,1755171374070.379,1755171374070.693
1,2,200,1755171374075,1755171374077.337,1755171374077.6418
1,2,200,1755171374083,1755171374084.415,1755171374084.6702
1,2,200,1755171374089,1755171374090.497,1755171374090.772
1,2,200,1755171374096,1755171374097.56,1755171374097.813
1,2,200,1755171374103,1755171374103.976,1755171374104.289
1,2,200,1755171374109,1755171374110.922,1755171374111.209
1,2,200,1755171374118,1755171374120.573,1755171374121.2039
1,2,200,1755171374128,1755171374128.8618,1755171374129.123
1,2,200,1755171374134,1755171374135.916,1755171374136.222
1,2,200,1755171374143,1755171374145.528,1755171374145.834
1,2,200,1755171374150,1755171374151.5798,1755171374151.8198
1,2,200,1755171374157,1755171374159.029,1755171374160.474
1,2,200,1755171374166,1755171374167.316,1755171374167.5688
1,2,200,1755171374173,1755171374174.357,1755171374174.6162
1,2,200,1755171374179,1755171374180.877,1755171374181.1462
1,2,200,1755171374186,1755171374187.669,1755171374187.936
1,2,200,1755171374193,1755171374195.69,1755171374195.9932
1,2,200,1755171374200,1755171374201.791,1755171374202.156
1,2,200,1755171374207,1755171374208.456,1755171374208.72
1,2,200,1755171374215,1755171374217.115,1755171374217.422
1,2,200,1755171374223,1755171374224.4639,1755171374224.746
1,2,200,1755171374231,1755171374232.6208,1755171374232.898
1,2,200,1755171374238,1755171374239.459,1755171374239.6958
1,2,200,1755171374245,1755171374246.402,1755171374246.667
1,2,200,1755171374254,1755171374254.9917,1755171374255.2842
1,2,200,1755171374262,1755171374263.167,1755171374263.4539
1,2,200,1755171374270,1755171374271.772,1755171374272.1338
1,2,200,1755171374277,1755171374278.73,1755171374279.0022
1,2,200,1755171374284,1755171374285.2249,1755171374285.47
1,2,200,1755171374291,1755171374293.2798,1755171374293.6802
1,2,200,1755171374300,1755171374301.815,1755171374302.0852
1,2,200,1755171374307,1755171374308.252,1755171374308.5142
1,2,200,1755171374313,1755171374315.083,1755171374315.329
1,2,200,1755171374320,1755171374321.654,1755171374321.9043
1,2,200,1755171374328,1755171374329.704,1755171374330.0312
1,2,200,1755171374335,1755171374336.159,1755171374336.49
1,2,200,1755171374342,1755171374344.723,1755171374345.061
1,2,200,1755171374349,1755171374350.864,1755171374351.1428
1,2,200,1755171374356,1755171374357.878,1755171374358.124
1,2,200,1755171374363,1755171374364.5789,1755171374364.8428
1,2,200,1755171374370,1755171374371.9238,1755171374372.2383
1,2,200,1755171374377,1755171374378.6309,1755171374378.9111
1,2,200,1755171374384,1755171374385.569,1755171374385.829
1,2,200,1755171374391,1755171374391.9011,1755171374392.24
1,2,200,1755171374397,1755171374398.237,1755171374398.5168
1,2,200,1755171374403,1755171374405.04,1755171374405.3818
1,2,200,1755171374410,1755171374411.8452,1755171374412.1118
1,2,200,1755171374419,1755171374420.31,1755171374420.565
1,2,200,1755171374426,1755171374427.6582,1755171374427.967
1,2,200,1755171374433,1755171374434.3792,1755171374434.6309
1,2,200,1755171374441,1755171374443.207,1755171374443.86
1,2,200,1755171374449,1755171374450.863,1755171374451.1309
1,2,200,1755171374458,1755171374459.1592,1755171374459.432
1,2,200,1755171374464,1755171374465.797,1755171374466.0742
1,2,200,1755171374473,1755171374475.1958,1755171374475.937
1,2,200,1755171374482,1755171374483.5452,1755171374483.818
1,2,200,1755171374489,1755171374490.52,1755171374490.825
1,2,200,1755171374496,1755171374499.1172,1755171374499.394
1,2,200,1755171374505,1755171374506.834,1755171374507.123
1,2,200,1755171374512,1755171374514.545,1755171374514.946
1,2,200,1755171374520,1755171374521.734,1755171374522.017
1,2,200,1755171374528,1755171374529.2349,1755171374529.5151
1,2,200,1755171374537,1755171374538.7551,1755171374539.16
1,2,200,1755171374545,1755171374546.528,1755171374546.844
1,2,200,1755171374552,1755171374553.333,1755171374553.643
1,2,200,1755171374559,1755171374562.1682,1755171374562.54
1,2,200,1755171374569,1755171374570.27,1755171374570.615
1,2,200,1755171374576,1755171374577.91,1755171374578.238
1,2,200,1755171374583,1755171374584.9768,1755171374585.282
1,2,200,1755171374591,1755171374592.329,1755171374592.663
1,2,200,1755171374599,1755171374601.3062,1755171374601.651
1,2,200,1755171374607,1755171374609.122,1755171374609.587
1,2,200,1755171374614,1755171374617.0051,1755171374617.374
1,2,200,1755171374622,1755171374623.6702,1755171374623.97
1,2,200,1755171374629,1755171374630.734,1755171374631.036
1,2,200,1755171374636,1755171374637.46,1755171374637.8481
1,2,200,1755171374645,1755171374646.527,1755171374646.868
1,2,200,1755171374652,1755171374654.1628,1755171374654.498
1,2,200,1755171374660,1755171374661.9739,1755171374662.35
1,2,200,1755171374668,1755171374669.493,1755171374669.888
1,2,200,1755171374674,1755171374677.17,1755171374677.476
1,2,200,1755171374683,1755171374684.4958,1755171374684.859
1,2,200,1755171374689,1755171374691.561,1755171374691.857
1,2,200,1755171374697,1755171374699.1758,1755171374699.4849
1,2,200,1755171374704,1755171374707.0051,1755171374707.337
1,2,200,1755171374711,1755171374714.5312,1755171374714.82
1,2,200,1755171374720,1755171374722.155,1755171374722.489
1,2,200,1755171374729,1755171374730.3118,1755171374730.6619
1,2,200,1755171374736,1755171374738.7112,1755171374739.0498
1,2,200,1755171374745,1755171374746.6829,1755171374747.031
1,2,200,1755171374752,1755171374754.5522,1755171374754.93
1,2,200,1755171374759,1755171374763.4402,1755171374763.811
1,2,200,1755171374767,1755171374771.346,1755171374771.7449
1,2,200,1755171374777,1755171374779.9868,1755171374780.3608
1,2,200,1755171374785,1755171374787.99,1755171374788.343
1,2,200,1755171374794,1755171374796.9028,1755171374797.271
1,2,200,1755171374802,1755171374805.2148,1755171374805.602
1,2,200,1755171374811,1755171374813.9038,1755171374814.2468
1,2,200,1755171374819,1755171374822.696,1755171374823.083
1,2,200,1755171374826,1755171374831.6492,1755171374831.985
1,2,200,1755171374836,1755171374839.8818,1755171374840.183
1,2,200,1755171374844,1755171374847.541,1755171374847.875
1,2,200,1755171374852,1755171374855.001,1755171374855.357
1,2,200,1755171374859,1755171374863.04,1755171374863.404
1,2,200,1755171374866,1755171374871.775,1755171374872.161
1,2,200,1755171374876,1755171374880.832,1755171374881.238
1,2,200,1755171374885,1755171374889.7249,1755171374890.141
1,2,200,1755171374895,1755171374899.23,1755171374899.58
1,2,200,1755171374904,1755171374908.15,1755171374908.601
1,2,200,1755171374914,1755171374916.5518,1755171374916.97
1,2,200,1755171374923,1755171374925.1353,1755171374925.514
1,2,200,1755171374930,1755171374932.675,1755171374933.0198
1,2,200,1755171374938,1755171374940.298,1755171374940.606
1,2,200,1755171374946,1755171374948.138,1755171374948.479
1,2,200,1755171374953,1755171374955.626,1755171374956.016
1,2,200,1755171374961,1755171374963.4502,1755171374963.765
1,2,200,1755171374969,1755171374970.766,1755171374971.1309
1,2,200,1755171374977,1755171374978.4739,1755171374978.802
1,2,200,1755171374983,1755171374985.276,1755171374985.6091
1,2,200,1755171374991,1755171374993.689,1755171374994.0889
1,2,200,1755171374999,1755171375001.1,1755171375001.472
1,2,200,1755171375007,1755171375010.4421,1755171375010.851
1,2,200,1755171375017,1755171375018.761,1755171375019.1018
1,2,200,1755171375024,1755171375028.18,1755171375028.5493
1,2,200,1755171375033,1755171375036.957,1755171375037.344
1,2,200,1755171375043,1755171375045.8271,1755171375046.2332
1,2,200,1755171375051,1755171375053.524,1755171375053.859
1,2,200,1755171375060,1755171375062.352,1755171375062.794
1,2,200,1755171375068,1755171375070.9163,1755171375071.3179
1,2,200,1755171375077,1755171375079.53,1755171375079.921
1,2,200,1755171375085,1755171375087.522,1755171375087.905
1,2,200,1755171375094,1755171375096.6821,1755171375097.028
1,2,200,1755171375102,1755171375105.487,1755171375105.902
1,2,200,1755171375111,1755171375114.288,1755171375114.666
1,2,200,1755171375121,1755171375122.8162,1755171375123.2058
1,2,200,1755171375128,1755171375131.421,1755171375131.7917
1,2,200,1755171375137,1755171375139.9282,1755171375140.276
1,2,200,1755171375146,1755171375148.642,1755171375149.006
1,2,200,1755171375153,1755171375156.827,1755171375157.171
1,2,200,1755171375162,1755171375165.687,1755171375166.015
1,2,200,1755171375169,1755171375173.584,1755171375173.9148
1,2,200,1755171375178,1755171375182.475,1755171375182.803
1,2,200,1755171375187,1755171375190.741,1755171375191.102
1,2,200,1755171375194,1755171375198.96,1755171375199.295
1,2,200,1755171375204,1755171375206.941,1755171375207.273
1,2,200,1755171375213,1755171375215.7542,1755171375216.1409
1,2,200,1755171375221,1755171375224.6511,1755171375225.458
1,2,200,1755171375231,1755171375234.914,1755171375235.317
1,2,200,1755171375238,1755171375243.5369,1755171375244.337
1,2,200,1755171375246,1755171375253.186,1755171375253.584
1,2,200,1755171375255,1755171375262.714,1755171375263.104
1,2,200,1755171375264,1755171375271.9302,1755171375272.369
1,2,200,1755171375273,1755171375281.28,1755171375281.6738
1,2,200,1755171375282,1755171375290.484,1755171375290.877
1,2,200,1755171375289,1755171375299.3127,1755171375299.644
1,2,200,1755171375297,1755171375309.137,1755171375309.527
1,2,200,1755171375305,1755171375314.703,1755171375315.0852
1,2,200,1755171375312,1755171375320.9072,1755171375321.1528
1,2,200,1755171375319,1755171375325.829,1755171375326.592
1,2,200,1755171375326,1755171375332.118,1755171375332.3672
1,2,200,1755171375334,1755171375338.346,1755171375338.6892
1,2,200,1755171375342,1755171375345.917,1755171375346.153
1,2,200,1755171375352,1755171375353.665,1755171375353.92
1,2,200,1755171375360,1755171375361.451,1755171375361.731
1,2,200,1755171375368,1755171375371.1282,1755171375372.131
1,2,200,1755171375378,1755171375379.683,1755171375379.977
1,2,200,1755171375384,1755171375386.167,1755171375386.432
1,2,200,1755171375392,1755171375394.863,1755171375395.343
1,2,200,1755171375400,1755171375401.554,1755171375401.8408
1,2,200,1755171375407,1755171375410.2761,1755171375410.972
1,2,200,1755171375416,1755171375419.486,1755171375419.935
1,2,200,1755171375425,1755171375462.6428,1755171375462.997
1,2,200,1755171375474,1755171375479.124,1755171375479.427
1,2,200,1755171375484,1755171375486.025,1755171375486.342
1,2,200,1755171375491,1755171375493.33,1755171375493.682
1,2,200,1755171375499,1755171375501.1343,1755171375501.5
1,2,200,1755171375506,1755171375509.0073,1755171375509.562
1,2,200,1755171375514,1755171375516.81,1755171375517.1257
1,2,200,1755171375521,1755171375523.417,1755171375523.741
1,2,200,1755171375529,1755171375530.871,1755171375531.1812
1,2,200,1755171375536,1755171375538.198,1755171375538.5999
1,2,200,1755171375545,1755171375546.6309,1755171375546.987
1,2,200,1755171375551,1755171375553.9683,1755171375554.304
1,2,200,1755171375559,1755171375562.577,1755171375562.9329
1,2,200,1755171375569,1755171375570.5002,1755171375570.924
1,2,200,1755171375576,1755171375578.6782,1755171375578.989
1,2,200,1755171375584,1755171375586.139,1755171375586.5479
1,2,200,1755171375592,1755171375594.985,1755171375595.438
1,2,200,1755171375602,1755171375603.822,1755171375604.227
1,2,200,1755171375609,1755171375612.338,1755171375612.659
1,2,200,1755171375617,1755171375620.253,1755171375620.6611
1,2,200,1755171375626,1755171375629.354,1755171375629.723
1,2,200,1755171375634,1755171375637.455,1755171375637.8508
1,2,200,1755171375643,1755171375646.16,1755171375646.526
1,2,200,1755171375653,1755171375657.5269,1755171375657.8481
1,2,200,1755171375661,1755171375664.8699,1755171375665.229
1,2,200,1755171375670,1755171375674.2961,1755171375674.6501
1,2,200,1755171375678,1755171375682.6428,1755171375682.986
1,2,200,1755171375687,1755171375691.356,1755171375691.693
1,2,200,1755171375694,1755171375699.648,1755171375699.981
1,2,200,1755171375702,1755171375707.296,1755171375707.6191
1,2,200,1755171375709,1755171375714.8062,1755171375715.112
1,2,200,1755171375718,1755171375722.016,1755171375722.303
1,2,200,1755171375728,1755171375729.644,1755171375729.98
1,2,200,1755171375735,1755171375737.063,1755171375737.385
1,2,200,1755171375742,1755171375744.296,1755171375744.628
1,2,200,1755171375749,1755171375751.026,1755171375751.346
1,2,200,1755171375756,1755171375757.6143,1755171375757.921
1,2,200,1755171375763,1755171375764.153,1755171375764.415
1,2,200,1755171375769,1755171375771.463,1755171375771.918
1,2,200,1755171375778,1755171375780.417,1755171375780.8452
1,2,200,1755171375787,1755171375789.116,1755171375789.555
1,2,200,1755171375796,1755171375798.422,1755171375798.867
1,2,200,1755171375804,1755171375807.489,1755171375807.9219
1,2,200,1755171375814,1755171375816.283,1755171375816.6567
1,2,200,1755171375823,1755171375825.007,1755171375825.5469
2,4,1,1755171386173,1755171386177.8481,1755171386179.3499
2,4,1,1755171387188,1755171387192.711,1755171387193.877
2,4,1,1755171388203,1755171388208.649,1755171388209.943
2,4,1,1755171389213,1755171389217.18,1755171389218.4373
2,4,1,1755171390219,1755171390223.5479,1755171390224.786
2,4,1,1755171391228,1755171391233.466,1755171391234.361
2,4,1,1755171392242,1755171392246.488,1755171392247.1611
2,4,1,1755171393255,1755171393258.626,1755171393259.359
2,4,1,1755171394269,1755171394274.262,1755171394275.65
2,4,1,1755171395276,1755171395280.292,1755171395281.019
2,4,1,1755171396290,1755171396294.415,1755171396296.118
2,4,1,1755171397302,1755171397305.409,1755171397305.9521
2,4,1,1755171398316,1755171398322.916,1755171398324.6602
2,4,1,1755171399332,1755171399336.664,1755171399337.5308
2,4,1,1755171400347,1755171400352.457,1755171400353.875
2,4,1,1755171401360,1755171401366.921,1755171401368.329
2,4,1,1755171402373,1755171402377.414,1755171402378.3638
2,4,1,1755171403388,1755171403393.367,1755171403394.871
2,4,1,1755171404404,1755171404409.443,1755171404410.806
2,4,1,1755171405420,1755171405426.91,1755171405428.385
2,4,1,1755171406434,1755171406439.09,1755171406440.8318
2,4,1,1755171407443,1755171407449.223,1755171407450.8438
2,4,1,1755171408455,1755171408460.437,1755171408461.896
2,4,1,1755171409469,1755171409474.8481,1755171409476.408
2,4,1,1755171410484,1755171410490.347,1755171410491.696
2,4,1,1755171411501,1755171411507.097,1755171411509.068
2,4,1,1755171412509,1755171412512.78,1755171412513.692
2,4,1,1755171413522,1755171413527.7021,1755171413529.029
2,4,1,1755171414538,1755171414543.662,1755171414544.937
2,4,1,1755171415554,1755171415558.775,1755171415560.139
2,4,1,1755171416567,1755171416572.141,1755171416573.236
2,4,1,1755171417575,1755171417579.197,1755171417580.268
2,4,1,1755171418593,1755171418597.6682,1755171418598.721
2,4,1,1755171419601,1755171419605.501,1755171419606.5579
2,4,1,1755171420610,1755171420614.186,1755171420618.337
2,4,1,1755171421623,1755171421627.2422,1755171421627.981
2,4,1,1755171422633,1755171422640.856,1755171422642.63
2,4,1,1755171423644,1755171423648.449,1755171423649.3518
2,4,1,1755171424659,1755171424664.715,1755171424667.774
2,4,1,1755171425674,1755171425679.6821,1755171425680.875
2,4,1,1755171426690,1755171426695.305,1755171426696.701
2,4,1,1755171427700,1755171427704.222,1755171427705.836
2,4,1,1755171428711,1755171428714.64,1755171428716.3037
2,4,1,1755171429721,1755171429727.818,1755171429729.6418
2,4,1,1755171430731,1755171430739.403,1755171430740.8352
2,4,1,1755171431750,1755171431755.869,1755171431757.3179
2,4,1,1755171432764,1755171432769.758,1755171432770.907
2,4,1,1755171433775,1755171433780.8408,1755171433781.9688
2,4,1,1755171434788,1755171434795.483,1755171434797.172
2,4,1,1755171435799,1755171435804.5408,1755171435805.956
2,4,1,1755171436811,1755171436817.0828,1755171436818.4253
2,4,1,1755171437820,1755171437825.4211,1755171437826.578
2,4,1,1755171438830,1755171438836.317,1755171438838.1428
2,4,1,1755171439837,1755171439839.56,1755171439840.445
2,4,1,1755171440845,1755171440850.996,1755171440852.728
2,4,1,1755171441852,1755171441855.9968,1755171441857.1301
2,4,1,1755171442867,1755171442873.334,1755171442875.162
2,4,1,1755171443878,1755171443884.689,1755171443886.6648
2,4,1,1755171444886,1755171444889.483,1755171444891.409
2,4,1,1755171445895,1755171445899.237,1755171445900.1348
2,4,2,1755171452312,1755171452316.796,1755171452317.39
2,4,2,1755171452827,1755171452832.649,1755171452834.364
2,4,2,1755171453337,1755171453341.845,1755171453342.622
2,4,2,1755171453851,1755171453855.014,1755171453856.3599
2,4,2,1755171454360,1755171454364.0562,1755171454364.985
2,4,2,1755171454871,1755171454876.172,1755171454877.357
2,4,2,1755171455385,1755171455390.986,1755171455392.347
2,4,2,1755171455900,1755171455906.228,1755171455907.475
2,4,2,1755171456411,1755171456417.758,1755171456419.7969
2,4,2,1755171456922,1755171456927.074,1755171456928.127
2,4,2,1755171457437,1755171457443.933,1755171457445.536
2,4,2,1755171457953,1755171457959.438,1755171457960.543
2,4,2,1755171458468,1755171458471.7231,1755171458472.2449
2,4,2,1755171458982,1755171458988.4438,1755171458989.6409
2,4,2,1755171459499,1755171459503.4658,1755171459504.754
2,4,2,1755171460014,1755171460019.706,1755171460021.186
2,4,2,1755171460529,1755171460534.419,1755171460535.6692
2,4,2,1755171461045,1755171461051.7012,1755171461053.5
2,4,2,1755171461557,1755171461561.7651,1755171461563.0347
2,4,2,1755171462065,1755171462070.875,1755171462072.1997
2,4,2,1755171462580,1755171462583.8752,1755171462584.637
2,4,2,1755171463089,1755171463095.3003,1755171463097.016
2,4,2,1755171463606,1755171463613.3718,1755171463615.1191
2,4,2,1755171464121,1755171464126.591,1755171464127.9668
2,4,2,1755171464636,1755171464641.5999,1755171464643.298
2,4,2,1755171465150,1755171465153.858,1755171465154.874
2,4,2,1755171465660,1755171465667.0908,1755171465668.76
2,4,2,1755171466168,1755171466173.972,1755171466175.1602
2,4,2,1755171466680,1755171466685.878,1755171466687.031
2,4,2,1755171467195,1755171467198.1921,1755171467198.96
2,4,2,1755171467707,1755171467710.9731,1755171467711.82
2,4,2,1755171468215,1755171468219.0608,1755171468220.5078
2,4,2,1755171468729,1755171468734.6921,1755171468736.6829
2,4,2,1755171469236,1755171469242.849,1755171469244.401
2,4,2,1755171469743,1755171469747.717,1755171469748.5308
2,4,2,1755171470258,1755171470264.5417,1755171470266.229
2,4,2,1755171470769,1755171470775.5142,1755171470776.9038
2,4,2,1755171471281,1755171471284.4648,1755171471285.284
2,4,2,1755171471790,1755171471793.7532,1755171471794.7122
2,4,2,1755171472294,1755171472299.0369,1755171472300.231
2,4,2,1755171472809,1755171472815.9949,1755171472817.812
2,4,2,1755171473325,1755171473328.0042,1755171473328.812
2,4,2,1755171473837,1755171473842.7332,1755171473843.831
2,4,2,1755171474353,1755171474357.904,1755171474359.411
2,4,2,1755171474868,1755171474874.343,1755171474876.0178
2,4,2,1755171475381,1755171475384.4092,1755171475385.2852
2,4,2,1755171475894,1755171475899.3682,1755171475900.723
2,4,2,1755171476406,1755171476412.6248,1755171476414.1387
2,4,2,1755171476922,1755171476928.0132,1755171476929.649
2,4,2,1755171477436,1755171477442.54,1755171477444.03
2,4,2,1755171477943,1755171477948.704,1755171477949.821
2,4,2,1755171478456,1755171478458.921,1755171478459.32
2,4,2,1755171478969,1755171478975.018,1755171478976.4841
2,4,2,1755171479480,1755171479482.958,1755171479483.7483
2,4,2,1755171479989,1755171479994.81,1755171479996.1128
2,4,2,1755171480499,1755171480504.717,1755171480505.7822
2,4,2,1755171481014,1755171481021.3928,1755171481022.391
2,4,2,1755171481532,1755171481537.3599,1755171481538.7039
2,4,2,1755171482043,1755171482046.55,1755171482047.53
2,4,2,1755171482550,1755171482559.5,1755171482560.863
2,4,2,1755171483068,1755171483073.954,1755171483075.1948
2,4,2,1755171483582,1755171483585.2502,1755171483586.0842
2,4,2,1755171484091,1755171484094.1172,1755171484094.952
2,4,2,1755171484600,1755171484603.401,1755171484604.259
2,4,2,1755171485113,1755171485119.9492,1755171485121.341
2,4,2,1755171485626,1755171485630.6292,1755171485631.8003
2,4,2,1755171486141,1755171486146.976,1755171486148.084
2,4,2,1755171486647,1755171486653.7249,1755171486655.445
2,4,2,1755171487156,1755171487162.581,1755171487164.21
2,4,2,1755171487671,1755171487674.191,1755171487675.0369
2,4,2,1755171488183,1755171488189.857,1755171488191.463
2,4,2,1755171488700,1755171488705.26,1755171488706.76
2,4,2,1755171489213,1755171489218.8909,1755171489220.353
2,4,2,1755171489729,1755171489735.5579,1755171489737.3828
2,4,2,1755171490241,1755171490246.498,1755171490247.747
2,4,2,1755171490756,1755171490760.192,1755171490761.3772
2,4,2,1755171491264,1755171491270.449,1755171491272.153
2,4,2,1755171491773,1755171491778.898,1755171491780.562
2,4,2,1755171492284,1755171492288.71,1755171492289.7239
2,4,2,1755171492793,1755171492799.608,1755171492801.577
2,4,2,1755171493308,1755171493313.213,1755171493314.443
2,4,2,1755171493821,1755171493827.136,1755171493828.864
2,4,2,1755171494329,1755171494334.806,1755171494336.0178
2,4,2,1755171494844,1755171494850.841,1755171494852.2383
2,4,2,1755171495359,1755171495362.492,1755171495363.362
2,4,2,1755171495873,1755171495877.8848,1755171495879.1611
2,4,2,1755171496382,1755171496387.707,1755171496388.747
2,4,2,1755171496897,1755171496904.317,1755171496905.87
2,4,2,1755171497406,1755171497412.898,1755171497414.5168
2,4,2,1755171497920,1755171497924.546,1755171497925.537
2,4,2,1755171498431,1755171498434.478,1755171498434.9692
2,4,2,1755171498945,1755171498950.2231,1755171498951.405
2,4,2,1755171499455,1755171499461.288,1755171499462.861
2,4,2,1755171499963,1755171499968.2297,1755171499969.562
2,4,2,1755171500475,1755171500478.563,1755171500479.456
2,4,2,1755171500986,1755171500992.7239,1755171500994.186
2,4,2,1755171501502,1755171501507.499,1755171501508.924
2,4,2,1755171502010,1755171502014.7122,1755171502016.02
2,4,2,1755171502519,1755171502525.394,1755171502526.513
2,4,2,1755171503026,1755171503032.358,1755171503033.9
2,4,2,1755171503542,1755171503545.873,1755171503546.509
2,4,2,1755171504057,1755171504062.9111,1755171504064.426
2,4,2,1755171504568,1755171504573.9148,1755171504575.5552
2,4,2,1755171505080,1755171505085.236,1755171505086.4749
2,4,2,1755171505596,1755171505602.3428,1755171505604.126
2,4,2,1755171506112,1755171506115.331,1755171506116.108
2,4,2,1755171506619,1755171506622.8171,1755171506623.987
